arxiv_id,title,authors,subjects,submitted,abstract_raw,abstract_clean,tokens,abstract_word_count,token_count,unique_token_count,type_token_ratio,author_count,sentence_count
2604.13260,Which Voices Move Markets? Speaker Identity and the Cross-Section of Post-Earnings Returns,"Karmanpartap Singh Sidhu, Junyi Fan, Maryam Pishgar",Quantitative Finance > Trading and Market Microstructure,[Submitted on 14 Apr 2026],"We utilize FinBERT, a domain-specific transformer model, to parse 6.5 million sentences from 16,428 S&P 500 quarterly earnings call transcripts (2015-2025) and demonstrate that post-earnings stock returns are not equally affected by all speakers in a conference call. Our section-weighted sentiment, with empirically derived speaker weights (Analyst 49%, CFO 30%, Executive 16%, Other 5%), achieves an out-of-sample Spearman IC of 0.142 versus 0.115 in-sample, generates monthly long-short alpha of 2.03% unexplained by the Fama-French five-factor model (t = 6.49), and remains significant after controlling for standardized unexpected earnings (SUE). FinBERT section-weighted sentiment entirely subsumes the Loughran-McDonald dictionary approach (FinBERT t = 5.90; LM t = 0.86 in the combined specification). Signal decay analysis and cumulative abnormal return charts confirm gradual price adjustment consistent with sluggish assimilation of soft information. All results undergo rigorous out-of-sample validation with an explicit temporal split, yielding improved rather than deteriorated predictive power.",utilize finbert domainspecific transformer model parse 65 million sentences 16428 sp 500 quarterly earnings transcripts 20152025 demonstrate postearnings stock returns equally affected speakers conference sectionweighted sentiment empirically derived speaker weights analyst 49 cfo 30 executive 16 5 achieves outofsample spearman ic 0142 versus 0115 insample generates monthly longshort alpha 203 unexplained famafrench fivefactor model t 649 remains significant controlling standardized unexpected earnings sue finbert sectionweighted sentiment entirely subsumes loughranmcdonald dictionary approach finbert t 590 lm t 086 combined specification signal decay analysis cumulative abnormal return charts confirm gradual price adjustment consistent sluggish assimilation soft information results undergo rigorous outofsample validation explicit temporal split yielding improved deteriorated predictive power,utilize finbert domainspecific transformer model parse 65 million sentences 16428 sp 500 quarterly earnings transcripts 20152025 demonstrate postearnings stock returns equally affected speakers conference sectionweighted sentiment empirically derived speaker weights analyst 49 cfo 30 executive 16 5 achieves outofsample spearman ic 0142 versus 0115 insample generates monthly longshort alpha 203 unexplained famafrench fivefactor model t 649 remains significant controlling standardized unexpected earnings sue finbert sectionweighted sentiment entirely subsumes loughranmcdonald dictionary approach finbert t 590 lm t 086 combined specification signal decay analysis cumulative abnormal return charts confirm gradual price adjustment consistent sluggish assimilation soft information results undergo rigorous outofsample validation explicit temporal split yielding improved deteriorated predictive power,147,108,99,0.9167,3,5
